Germplasm Name,Germplasm GID,Test (T) or Check (C),Exp Title ,Exp Description,Exp Unit,Exp Type,Env,Env Location,Env Year,Exp Unit ID,Exp Replicate #,Exp Block #,Row,Column,Lat,Long,Elevation,RTK,Treatment Factors,ObsUnitID
Germplas1585,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1469,New Location DRP1464,2001,10848,1,2,4,5,,,,,Jam application,
Germplas1586,10,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1470,New Location DRP1465,2001,10849,1,2,4,5,,,,,Jam application,
Germplas1587,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1471,New Location DRP1466,2001,10850,1,2,4,5,,,,,Jam application,
Germplas1588,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1472,New Location DRP1467,2001,10851,1,2,4,5,,,,,Jam application,
Germplas1589,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1473,New Location DRP1468,2001,10852,1,2,4,5,,,,,Jam application,
Germplas1590,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1474,New Location DRP1469,2001,10853,1,2,4,5,,,,,Jam application,
Germplas1591,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1475,New Location DRP1470,2001,10854,1,2,4,5,,,,,Jam application,
Germplas1592,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1476,New Location DRP1471,2001,10855,1,2,4,5,,,,,Jam application,
Germplas1593,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1477,New Location DRP1472,2001,10856,1,2,4,5,,,,,Jam application,
Germplas1594,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1478,New Location DRP1473,2001,10857,1,2,4,5,,,,,Jam application,
Germplas1595,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1479,New Location DRP1474,2001,10858,1,2,4,5,,,,,Jam application,
Germplas1596,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1480,New Location DRP1475,2001,10859,1,2,4,5,,,,,Jam application,
Germplas1597,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1481,New Location DRP1476,2001,10860,1,2,4,5,,,,,Jam application,
Germplas1598,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1482,New Location DRP1477,2001,10861,1,2,4,5,,,,,Jam application,
Germplas1599,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1483,New Location DRP1478,2001,10862,1,2,4,5,,,,,Jam application,
Germplas1600,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1484,New Location DRP1479,2001,10863,1,2,4,5,,,,,Jam application,
Germplas1601,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1485,New Location DRP1480,2001,10864,1,2,4,5,,,,,Jam application,
Germplas1602,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1486,New Location DRP1481,2001,10865,1,2,4,5,,,,,Jam application,
Germplas1603,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1487,New Location DRP1482,2001,10866,1,2,4,5,,,,,Jam application,
Germplas1604,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1488,New Location DRP1483,2001,10867,1,2,4,5,,,,,Jam application,
Germplas1605,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1489,New Location DRP1484,2001,10868,1,2,4,5,,,,,Jam application,
Germplas1606,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1490,New Location DRP1485,2001,10869,1,2,4,5,,,,,Jam application,
Germplas1607,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1491,New Location DRP1486,2001,10870,1,2,4,5,,,,,Jam application,
Germplas1608,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1492,New Location DRP1487,2001,10871,1,2,4,5,,,,,Jam application,
Germplas1609,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1493,New Location DRP1488,2001,10872,1,2,4,5,,,,,Jam application,
Germplas1610,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1494,New Location DRP1489,2001,10873,1,2,4,5,,,,,Jam application,
Germplas1611,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1495,New Location DRP1490,2001,10874,1,2,4,5,,,,,Jam application,
Germplas1612,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1496,New Location DRP1491,2001,10875,1,2,4,5,,,,,Jam application,
Germplas1613,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1497,New Location DRP1492,2001,10876,1,2,4,5,,,,,Jam application,
Germplas1614,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1498,New Location DRP1493,2001,10877,1,2,4,5,,,,,Jam application,
Germplas1615,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1499,New Location DRP1494,2001,10878,1,2,4,5,,,,,Jam application,
Germplas1616,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1500,New Location DRP1495,2001,10879,1,2,4,5,,,,,Jam application,
Germplas1617,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1501,New Location DRP1496,2001,10880,1,2,4,5,,,,,Jam application,
Germplas1618,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1502,New Location DRP1497,2001,10881,1,2,4,5,,,,,Jam application,
Germplas1619,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1503,New Location DRP1498,2001,10882,1,2,4,5,,,,,Jam application,
Germplas1620,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1504,New Location DRP1499,2001,10883,1,2,4,5,,,,,Jam application,
Germplas1621,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1505,New Location DRP1500,2001,10884,1,2,4,5,,,,,Jam application,
Germplas1622,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1506,New Location DRP1501,2001,10885,1,2,4,5,,,,,Jam application,
Germplas1623,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1507,New Location DRP1502,2001,10886,1,2,4,5,,,,,Jam application,
Germplas1624,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1508,New Location DRP1503,2001,10887,1,2,4,5,,,,,Jam application,
Germplas1625,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1509,New Location DRP1504,2001,10888,1,2,4,5,,,,,Jam application,
Germplas1626,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1510,New Location DRP1505,2001,10889,1,2,4,5,,,,,Jam application,
Germplas1627,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1511,New Location DRP1506,2001,10890,1,2,4,5,,,,,Jam application,
Germplas1628,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1512,New Location DRP1507,2001,10891,1,2,4,5,,,,,Jam application,
Germplas1629,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1513,New Location DRP1508,2001,10892,1,2,4,5,,,,,Jam application,
Germplas1630,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1514,New Location DRP1509,2001,10893,1,2,4,5,,,,,Jam application,
Germplas1631,5,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1515,New Location DRP1510,2001,10894,1,2,4,5,,,,,Jam application,
Germplas1632,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1516,New Location DRP1511,2001,10895,1,2,4,5,,,,,Jam application,
Germplas1633,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1517,New Location DRP1512,2001,10896,1,2,4,5,,,,,Jam application,
Germplas1634,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1518,New Location DRP1513,2001,10897,1,2,4,5,,,,,Jam application,
Germplas1635,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1519,New Location DRP1514,2001,10898,1,2,4,5,,,,,Jam application,
Germplas1636,10,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1520,New Location DRP1515,2001,10899,1,2,4,5,,,,,Jam application,
Germplas1637,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1521,New Location DRP1516,2001,10900,1,2,4,5,,,,,Jam application,
Germplas1638,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1522,New Location DRP1517,2001,10901,1,2,4,5,,,,,Jam application,
Germplas1639,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1523,New Location DRP1518,2001,10902,1,2,4,5,,,,,Jam application,
Germplas1640,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1524,New Location DRP1519,2001,10903,1,2,4,5,,,,,Jam application,
Germplas1641,5,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1525,New Location DRP1520,2001,10904,1,2,4,5,,,,,Jam application,
Germplas1642,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1526,New Location DRP1521,2001,10905,1,2,4,5,,,,,Jam application,
Germplas1643,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1527,New Location DRP1522,2001,10906,1,2,4,5,,,,,Jam application,
Germplas1644,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1528,New Location DRP1523,2001,10907,1,2,4,5,,,,,Jam application,
Germplas1645,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1529,New Location DRP1524,2001,10908,1,2,4,5,,,,,Jam application,
Germplas1646,10,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1530,New Location DRP1525,2001,10909,1,2,4,5,,,,,Jam application,
Germplas1647,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1531,New Location DRP1526,2001,10910,1,2,4,5,,,,,Jam application,
Germplas1648,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1532,New Location DRP1527,2001,10911,1,2,4,5,,,,,Jam application,
Germplas1649,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1533,New Location DRP1528,2001,10912,1,2,4,5,,,,,Jam application,
Germplas1650,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1534,New Location DRP1529,2001,10913,1,2,4,5,,,,,Jam application,
Germplas1651,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1535,New Location DRP1530,2001,10914,1,2,4,5,,,,,Jam application,
Germplas1652,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1536,New Location DRP1531,2001,10915,1,2,4,5,,,,,Jam application,
Germplas1653,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1537,New Location DRP1532,2001,10916,1,2,4,5,,,,,Jam application,
Germplas1654,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1538,New Location DRP1533,2001,10917,1,2,4,5,,,,,Jam application,
Germplas1655,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1539,New Location DRP1534,2001,10918,1,2,4,5,,,,,Jam application,
Germplas1656,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1540,New Location DRP1535,2001,10919,1,2,4,5,,,,,Jam application,
Germplas1657,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1541,New Location DRP1536,2001,10920,1,2,4,5,,,,,Jam application,
Germplas1658,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1542,New Location DRP1537,2001,10921,1,2,4,5,,,,,Jam application,
Germplas1659,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1543,New Location DRP1538,2001,10922,1,2,4,5,,,,,Jam application,
Germplas1660,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1544,New Location DRP1539,2001,10923,1,2,4,5,,,,,Jam application,
Germplas1661,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1545,New Location DRP1540,2001,10924,1,2,4,5,,,,,Jam application,
Germplas1662,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1546,New Location DRP1541,2001,10925,1,2,4,5,,,,,Jam application,
Germplas1663,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1547,New Location DRP1542,2001,10926,1,2,4,5,,,,,Jam application,
Germplas1664,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1548,New Location DRP1543,2001,10927,1,2,4,5,,,,,Jam application,
Germplas1665,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1549,New Location DRP1544,2001,10928,1,2,4,5,,,,,Jam application,
Germplas1666,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1550,New Location DRP1545,2001,10929,1,2,4,5,,,,,Jam application,
Germplas1667,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1551,New Location DRP1546,2001,10930,1,2,4,5,,,,,Jam application,
Germplas1668,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1552,New Location DRP1547,2001,10931,1,2,4,5,,,,,Jam application,
Germplas1669,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1553,New Location DRP1548,2001,10932,1,2,4,5,,,,,Jam application,
Germplas1670,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1554,New Location DRP1549,2001,10933,1,2,4,5,,,,,Jam application,
Germplas1671,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1555,New Location DRP1550,2001,10934,1,2,4,5,,,,,Jam application,
Germplas1672,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1556,New Location DRP1551,2001,10935,1,2,4,5,,,,,Jam application,
Germplas1673,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1557,New Location DRP1552,2001,10936,1,2,4,5,,,,,Jam application,
Germplas1674,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1558,New Location DRP1553,2001,10937,1,2,4,5,,,,,Jam application,
Germplas1675,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1559,New Location DRP1554,2001,10938,1,2,4,5,,,,,Jam application,
Germplas1676,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1560,New Location DRP1555,2001,10939,1,2,4,5,,,,,Jam application,
Germplas1677,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1561,New Location DRP1556,2001,10940,1,2,4,5,,,,,Jam application,
Germplas1678,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1562,New Location DRP1557,2001,10941,1,2,4,5,,,,,Jam application,
Germplas1679,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1563,New Location DRP1558,2001,10942,1,2,4,5,,,,,Jam application,
Germplas1680,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1564,New Location DRP1559,2001,10943,1,2,4,5,,,,,Jam application,
Germplas1681,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1565,New Location DRP1560,2001,10944,1,2,4,5,,,,,Jam application,
Germplas1682,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1566,New Location DRP1561,2001,10945,1,2,4,5,,,,,Jam application,
Germplas1683,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1567,New Location DRP1562,2001,10946,1,2,4,5,,,,,Jam application,
Germplas1684,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1568,New Location DRP1563,2001,10947,1,2,4,5,,,,,Jam application,
Germplas1685,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1569,New Location DRP1564,2001,10948,1,2,4,5,,,,,Jam application,
Germplas1686,10,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1570,New Location DRP1565,2001,10949,1,2,4,5,,,,,Jam application,
Germplas1687,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1571,New Location DRP1566,2001,10950,1,2,4,5,,,,,Jam application,
Germplas1688,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1572,New Location DRP1567,2001,10951,1,2,4,5,,,,,Jam application,
Germplas1689,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1573,New Location DRP1568,2001,10952,1,2,4,5,,,,,Jam application,
Germplas1690,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1574,New Location DRP1569,2001,10953,1,2,4,5,,,,,Jam application,
Germplas1691,5,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1575,New Location DRP1570,2001,10954,1,2,4,5,,,,,Jam application,
Germplas1692,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1576,New Location DRP1571,2001,10955,1,2,4,5,,,,,Jam application,
Germplas1693,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1577,New Location DRP1572,2001,10956,1,2,4,5,,,,,Jam application,
Germplas1694,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1578,New Location DRP1573,2001,10957,1,2,4,5,,,,,Jam application,
Germplas1695,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1579,New Location DRP1574,2001,10958,1,2,4,5,,,,,Jam application,
Germplas1696,10,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1580,New Location DRP1575,2001,10959,1,2,4,5,,,,,Jam application,
Germplas1697,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1581,New Location DRP1576,2001,10960,1,2,4,5,,,,,Jam application,
Germplas1698,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1582,New Location DRP1577,2001,10961,1,2,4,5,,,,,Jam application,
Germplas1699,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1583,New Location DRP1578,2001,10962,1,2,4,5,,,,,Jam application,
Germplas1700,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1584,New Location DRP1579,2001,10963,1,2,4,5,,,,,Jam application,
Germplas1701,5,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1585,New Location DRP1580,2001,10964,1,2,4,5,,,,,Jam application,
Germplas1702,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1586,New Location DRP1581,2001,10965,1,2,4,5,,,,,Jam application,
Germplas1703,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1587,New Location DRP1582,2001,10966,1,2,4,5,,,,,Jam application,
Germplas1704,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1588,New Location DRP1583,2001,10967,1,2,4,5,,,,,Jam application,
Germplas1705,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1589,New Location DRP1584,2001,10968,1,2,4,5,,,,,Jam application,
Germplas1706,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1590,New Location DRP1585,2001,10969,1,2,4,5,,,,,Jam application,
Germplas1707,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1591,New Location DRP1586,2001,10970,1,2,4,5,,,,,Jam application,
Germplas1708,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1592,New Location DRP1587,2001,10971,1,2,4,5,,,,,Jam application,
Germplas1709,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1593,New Location DRP1588,2001,10972,1,2,4,5,,,,,Jam application,
Germplas1710,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1594,New Location DRP1589,2001,10973,1,2,4,5,,,,,Jam application,
Germplas1711,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1595,New Location DRP1590,2001,10974,1,2,4,5,,,,,Jam application,
Germplas1712,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1596,New Location DRP1591,2001,10975,1,2,4,5,,,,,Jam application,
Germplas1713,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1597,New Location DRP1592,2001,10976,1,2,4,5,,,,,Jam application,
Germplas1714,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1598,New Location DRP1593,2001,10977,1,2,4,5,,,,,Jam application,
Germplas1715,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1599,New Location DRP1594,2001,10978,1,2,4,5,,,,,Jam application,
Germplas1716,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1600,New Location DRP1595,2001,10979,1,2,4,5,,,,,Jam application,
Germplas1717,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1601,New Location DRP1596,2001,10980,1,2,4,5,,,,,Jam application,
Germplas1718,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1602,New Location DRP1597,2001,10981,1,2,4,5,,,,,Jam application,
Germplas1719,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1603,New Location DRP1598,2001,10982,1,2,4,5,,,,,Jam application,
Germplas1720,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1604,New Location DRP1599,2001,10983,1,2,4,5,,,,,Jam application,
Germplas1721,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1605,New Location DRP1600,2001,10984,1,2,4,5,,,,,Jam application,
Germplas1722,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1606,New Location DRP1601,2001,10985,1,2,4,5,,,,,Jam application,
Germplas1723,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1607,New Location DRP1602,2001,10986,1,2,4,5,,,,,Jam application,
Germplas1724,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1608,New Location DRP1603,2001,10987,1,2,4,5,,,,,Jam application,
Germplas1725,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1609,New Location DRP1604,2001,10988,1,2,4,5,,,,,Jam application,
Germplas1726,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1610,New Location DRP1605,2001,10989,1,2,4,5,,,,,Jam application,
Germplas1727,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1611,New Location DRP1606,2001,10990,1,2,4,5,,,,,Jam application,
Germplas1728,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1612,New Location DRP1607,2001,10991,1,2,4,5,,,,,Jam application,
Germplas1729,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1613,New Location DRP1608,2001,10992,1,2,4,5,,,,,Jam application,
Germplas1730,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1614,New Location DRP1609,2001,10993,1,2,4,5,,,,,Jam application,
Germplas1731,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1615,New Location DRP1610,2001,10994,1,2,4,5,,,,,Jam application,
Germplas1732,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1616,New Location DRP1611,2001,10995,1,2,4,5,,,,,Jam application,
Germplas1733,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1617,New Location DRP1612,2001,10996,1,2,4,5,,,,,Jam application,
Germplas1734,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1618,New Location DRP1613,2001,10997,1,2,4,5,,,,,Jam application,
Germplas1735,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1619,New Location DRP1614,2001,10998,1,2,4,5,,,,,Jam application,
Germplas1736,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1620,New Location DRP1615,2001,10999,1,2,4,5,,,,,Jam application,
Germplas1737,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1621,New Location DRP1616,2001,11000,1,2,4,5,,,,,Jam application,
Germplas1738,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1622,New Location DRP1617,2001,11001,1,2,4,5,,,,,Jam application,
Germplas1739,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1623,New Location DRP1618,2001,11002,1,2,4,5,,,,,Jam application,
Germplas1740,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1624,New Location DRP1619,2001,11003,1,2,4,5,,,,,Jam application,
Germplas1741,5,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1625,New Location DRP1620,2001,11004,1,2,4,5,,,,,Jam application,
Germplas1742,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1626,New Location DRP1621,2001,11005,1,2,4,5,,,,,Jam application,
Germplas1743,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1627,New Location DRP1622,2001,11006,1,2,4,5,,,,,Jam application,
Germplas1744,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1628,New Location DRP1623,2001,11007,1,2,4,5,,,,,Jam application,
Germplas1745,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1629,New Location DRP1624,2001,11008,1,2,4,5,,,,,Jam application,
Germplas1746,10,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1630,New Location DRP1625,2001,11009,1,2,4,5,,,,,Jam application,
Germplas1747,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1631,New Location DRP1626,2001,11010,1,2,4,5,,,,,Jam application,
Germplas1748,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1632,New Location DRP1627,2001,11011,1,2,4,5,,,,,Jam application,
Germplas1749,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1633,New Location DRP1628,2001,11012,1,2,4,5,,,,,Jam application,
Germplas1750,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1634,New Location DRP1629,2001,11013,1,2,4,5,,,,,Jam application,
Germplas1751,5,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1635,New Location DRP1630,2001,11014,1,2,4,5,,,,,Jam application,
Germplas1752,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1636,New Location DRP1631,2001,11015,1,2,4,5,,,,,Jam application,
Germplas1753,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1637,New Location DRP1632,2001,11016,1,2,4,5,,,,,Jam application,
Germplas1754,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1638,New Location DRP1633,2001,11017,1,2,4,5,,,,,Jam application,
Germplas1755,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1639,New Location DRP1634,2001,11018,1,2,4,5,,,,,Jam application,
Germplas1756,10,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1640,New Location DRP1635,2001,11019,1,2,4,5,,,,,Jam application,
Germplas1757,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1641,New Location DRP1636,2001,11020,1,2,4,5,,,,,Jam application,
Germplas1758,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1642,New Location DRP1637,2001,11021,1,2,4,5,,,,,Jam application,
Germplas1759,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1643,New Location DRP1638,2001,11022,1,2,4,5,,,,,Jam application,
Germplas1760,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1644,New Location DRP1639,2001,11023,1,2,4,5,,,,,Jam application,
Germplas1761,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1645,New Location DRP1640,2001,11024,1,2,4,5,,,,,Jam application,
Germplas1762,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1646,New Location DRP1641,2001,11025,1,2,4,5,,,,,Jam application,
Germplas1763,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1647,New Location DRP1642,2001,11026,1,2,4,5,,,,,Jam application,
Germplas1764,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 1648,New Location DRP1643,2001,11027,1,2,4,5,,,,,Jam application,
